listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
26310036,Minimalist studio unit for rent (pool view),Entire condo,entire_home,https://a0.muscache.com/im/pictures/2993837b-6206-4ff1-8cd9-96973720f594.jpg,15,24775347,Laiza,,,FALSE,10.3349,123.8961,2,,1,1,FALSE,"Stove,TV,Air conditioning,Backyard,Pool,Fire extinguisher,Kitchen,Long term stays allowed,Pets allowed,Hangers,Hot water,Iron,Gym,Elevator,Bed linens,Ethernet connection,Laundromat nearby,Microwave,Refrigerator,Cooking basics,Paid parking on premises",,FALSE,90,Firm,PHP,,,1,,,,,,,,143,7972,12.4,698.6,0.033,0.037,0.4,21.8,0.4,24.8,12,44,353,365,72,4014,12.3,687,0.067,0,0.8,44.6,0,0,6,0,84,90
26328751,"Fast wifi 495 mbps, Netflix Mall Bus Terminal2017",Entire condo,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-26328751/original/f9901e34-b77f-4691-9dc6-070033fef72b.jpeg,27,102311689,Chris,,,FALSE,10.3326,123.9081,2,,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Room-darkening shades,Hot water kettle,Paid parking off premises,Portable fans,Hot water,Body soap,Conditioner,Mini fridge,Outdoor shower,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Paid parking on premises,Clothing storage,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Backyard,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Toaster,Rice maker",,FALSE,4,Firm,PHP,25,0,66,4.85,4.9,4.8,4.7,4.9,4.9,4.8,1056,59272,42.1,2380.2,0.066,0,2.9,162.4,0,0,24,0,341,365,29,1617,33.9,1888.1,0.011,0,0.3,18,0,0,1,0,89,90
26427946,Family Hub @ Avenir 22nd near IT park & Ayala,Entire condo,entire_home,https://a0.muscache.com/im/pictures/934d7fdb-4e09-44ef-8837-468f24f2a68d.jpg,10,198720320,Christine,,,FALSE,10.3239,123.908,4,,3,1,FALSE,"Hair dryer,Hot water,Hangers,Iron,TV,Air conditioning,Smoke alarm,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Dishes and silverware,Hot water kettle,Elevator,Gym,Paid parking on premises,Long term stays allowed",,FALSE,2,Flexible,PHP,11,0,210,4.71,4.8,4.8,4.5,4.8,4.9,4.8,3257,183910,29.7,1675.5,0.299,0,8.9,503.9,0,0,109,0,256,365,461,25714,27.4,1525.8,0.189,0,5.1,285.7,0,0,17,0,73,90
26463833,"La Guardia Flats 2, Condominium",Private room in condo,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-26463833/original/7247ba55-c47d-401f-9194-808fc25199f2.jpeg,31,199001974,Jonah,,,FALSE,10.3289,123.9046,2,3,1,0,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Hot water kettle,Hot water,Body soap,Mini fridge,Elevator,Bed linens,Microwave,Cleaning products,Dishes and silverware,Heating,Paid parking on premises,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Private entrance,Toaster",TRUE,,6,Firm,PHP,0,0,8,4.75,4.9,5,5,5,4.5,5,524,29738,19.6,1104.9,0.071,0.087,1.4,81.5,1.8,99.8,26,67,339,365,0,0,19.6,1091.8,0,0,0,0,0,0,0,0,90,90
26553719,❤️ WONDERFUL FIREWORKS ❤️ IT PARK 28th FLOOR,Entire condo,entire_home,https://a0.muscache.com/im/pictures/0b433423-990d-4441-afd8-8b243e883514.jpg,25,29616090,Martin,,,FALSE,10.3328,123.9084,3,,1,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Smoke alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Hangers,Dedicated workspace",,FALSE,7,Strict,PHP,13,0,34,4.06,4.2,4.4,3.8,4.4,4.7,4.2,1821,101550,26.6,1502.1,0.195,0.205,5,278.2,5.2,292.7,71,18,294,365,1559,86938,25.6,1425.1,0.678,0.847,17.3,966,21.7,1207.5,61,18,29,90
26697038,Lovely Avida Towers IT Park Cebu w/ Wi-fi,Entire condo,entire_home,https://a0.muscache.com/im/pictures/e47cb6f7-37aa-40dc-b189-96d349d4b1e5.jpg,40,60192824,Therese,108664307,Danilo,TRUE,10.3314,123.9076,3,,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Hot water,Gym,Elevator,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Paid parking on premises,Stove,Smoke alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Hair dryer,Iron",,FALSE,7,Firm,PHP,13,0,64,4.73,4.8,4.9,4.6,4.9,4.9,4.7,5958,337254,23.2,1311.5,0.704,0.751,16.3,924,17.4,986.1,257,23,108,365,808,45063,22.9,1278.9,0.4,0.537,9,500.7,12.1,672.6,36,23,54,90
26698235,Panorama Place (Fits 4 |❤ of Cebu| Chromecast),Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjY2OTgyMzU%3D/original/080edd74-37a6-453a-b048-e0f5ef213ae4.jpeg,26,200738509,Carl Frederick,,,FALSE,10.3056,123.8973,4,1,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Room-darkening shades,Hot water kettle,Ceiling fan,Hot water,Gym,Body soap,Elevator,Bed linens,Laundromat nearby,Microwave,Cleaning products,Refrigerator,Drying rack for clothing,Dishes and silverware,Paid parking on premises,Clothing storage,Washer,Dryer,Single level home,Smoke alarm,Exercise equipment,Patio or balcony,Luggage dropoff allowed,Bidet,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Freezer,Toaster",,FALSE,1,Limited,PHP,5,0,187,4.5,4.7,4.8,4.3,4.8,4.9,4.7,3563,201693,22.1,1247,0.455,0,9.8,552.6,0,0,166,0,199,365,1116,62227,20.6,1149.2,0.6,0,12.4,691.4,0,0,54,0,36,90
26721401,"Accessible 3BR, 3 car park house, Cebu City proper",Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-26721401/original/16b2115e-8a78-4767-b000-17b9b890b46e.jpeg,36,145775139,Paul Vincent,,,TRUE,10.3164,123.8859,15,3,8,2,FALSE,"Stove,TV,Wifi,Air conditioning,Bidet,Kitchen,Essentials,Free parking on premises,Shampoo,Hangers,Hair dryer,Hot water,Iron,Body soap,Conditioner,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware",,FALSE,2,Firm,PHP,17,0,299,4.65,4.7,4.9,4.5,4.9,4.7,4.8,23330,1315585,85.2,4808.3,0.751,0,63.9,3604.3,0,0,274,0,91,365,5260,293348,88.5,4934.4,0.667,0,58.4,3259.4,0,0,60,0,30,90
26728019,1BR Hotel Apartment w/ Pool &  Gym near Ayala Mall,Entire condo,entire_home,https://a0.muscache.com/im/pictures/891994be-affa-4e6b-a3ef-f164675ec616.jpg,46,70965729,Jerome-Joyce,89001632,Jerome-Joyce,FALSE,10.3209,123.8977,2,1,1,1,FALSE,"TV,Smoke alarm,Shower gel,Wifi,Air conditioning,Pool,Essentials,Long term stays allowed,Shampoo,Room-darkening shades,Paid parking off premises,Lock on bedroom door,Hot water,Gym,Dedicated workspace,Elevator,Bed linens,Ethernet connection,Microwave,Refrigerator,Dishes and silverware",,FALSE,90,Firm,PHP,0,0,54,4.83,4.9,4.9,4.8,4.9,4.8,4.8,324,18069,27.7,1562.6,0.033,0,0.9,49.5,0,0,12,0,353,365,153,8532,25.5,1421.4,0.067,0,1.7,94.8,0,0,6,0,84,90
26761855,Keira's Place,Entire condo,entire_home,https://a0.muscache.com/im/pictures/56892e87-6fb3-456f-8264-9cd502af4b68.jpg,21,201233025,Jaryl,,,FALSE,10.3104,123.8978,6,2,2,2,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Hot water,Gym,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Smoke alarm,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Iron",,FALSE,1,Firm,PHP,14,0,18,4.5,4.8,4.8,4.1,4.8,4.9,4.3,1068,60178,80.2,4519.3,0.038,0.045,2.9,164.9,3.4,194.1,14,55,351,365,755,42106,86.2,4809.2,0.1,0,8.4,467.8,0,0,9,0,81,90
26793339,"Luxury Modern Glass 3 Bed Loft Condo, City Center",Entire loft,entire_home,https://a0.muscache.com/im/pictures/ac9a1317-1aab-4e6e-a66d-0dd5fb5a506c.jpg,31,20021846,Jaison,,,TRUE,10.3093,123.8939,6,2,3,2.5,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Hot water,Elevator,Bed linens,Extra pillows and blankets,Ethernet connection,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Paid parking on premises,Stove,Washer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Bathtub",,FALSE,5,Firm,PHP,39,0,54,4.61,4.7,4.8,4.5,4.7,4.8,4.6,19532,1102625,74.4,4198.9,0.726,0,53.5,3020.9,0,0,265,0,100,365,4030,224757,71.3,3975.8,0.644,0,44.8,2497.3,0,0,58,0,32,90
26817670,★ Explore Cebu from cozy studio @ vibrant IT Park,Entire condo,entire_home,https://a0.muscache.com/im/pictures/889e8f57-556a-4dc8-8815-39777068ba25.jpg,22,201674153,Toni,,,TRUE,10.3313,123.9063,3,,2,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Room-darkening shades,Hot water kettle,Portable fans,Hot water,Elevator,Bed linens,Extra pillows and blankets,Laundromat nearby,Microwave,Cleaning products,Refrigerator,Dishes and silverware,Cooking basics,Paid parking on premises,Clothing storage,Stove,Smoke alarm,Backyard,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Freezer,Private entrance,Rice maker",,FALSE,5,Moderate,PHP,13,0,155,4.87,4.9,4.9,4.9,5,4.9,4.9,5196,294436,25.6,1443.4,0.553,0,14.2,806.7,0,0,202,0,163,365,1063,59276,23.8,1329,0.5,0,11.8,658.6,0,0,45,0,45,90
26860830,Serenity Farm and Resort HOUSE-2 Exclusive,Entire home,entire_home,https://a0.muscache.com/im/pictures/eb6ebf56-22c6-4ef8-8e04-06567686591f.jpg,97,175773956,Ma Cristina,,,TRUE,10.3713,123.8815,16,8,8,7.5,FALSE,"TV,Cable TV,Ping pong table,Wifi,Pool,Kitchen,Free parking on premises,Hot water kettle,Pool table,Portable fans,Smoking allowed,Ceiling fan,Pets allowed,Gym,Resort access,Conditioner,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Clothing storage,Wine glasses,Smoke alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Freezer,Outdoor kitchen,Private entrance,Rice maker,Room-darkening shades,Hot water,Body soap,Outdoor shower,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Barbecue utensils",FALSE,FALSE,2,Flexible,PHP,0,0,8,4.5,4.4,4.9,4.5,4.6,4.5,4.5,5514,309779,500,28224.9,0.03,0,15.1,848.7,0,0,11,0,354,365,4536,252974,504.2,28121.1,0.1,0,50.4,2810.8,0,0,9,0,81,90
26909955,500Mbps internet Largest 2BDRM in GrandRsdncs,Entire condo,entire_home,https://a0.muscache.com/im/pictures/25fb4866-b6ef-4a42-8ec1-632af63accaf.jpg,83,153685973,Jason,,,TRUE,10.3264,123.9113,12,2,2,2,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water,Gym,Elevator,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Refrigerator,Dishes and silverware,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance",,FALSE,2,Firm,PHP,0,9,149,4.91,4.9,4.9,4.9,4.9,4.8,4.9,20819,1174510,83.4,4708.8,0.677,0,57,3217.8,0,0,247,0,118,365,4687,261398,80.4,4483.9,0.644,0,52.1,2904.4,0,0,58,0,32,90
26942715,‘NelsonPlace’StudioTypeCondoFurnished  500mbpswifi,Entire condo,entire_home,https://a0.muscache.com/im/pictures/3e766562-6677-4d27-a459-a8df39b4af24.jpg,25,186664237,Nelson,"212,383,512,535,168,000","Marilou,Jean",TRUE,10.3253,123.9121,4,,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Ceiling fan,Gym,Resort access,Mini fridge,Elevator,Free street parking,Laundromat nearby,Cleaning products,Paid parking on premises,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Sound system,Rice maker,Room-darkening shades,Movie theater,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Single level home,Exercise equipment,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Safe,Cleaning before checkout,Children's playroom,Dining table,Outdoor playground,Sun loungers,Toaster",,FALSE,1,Strict,PHP,6,0,97,4.87,4.9,4.9,4.8,4.9,4.8,4.9,5279,298563,22.6,1277.6,0.638,0.79,14.5,818,17.9,1012.1,233,70,132,365,881,49129,20.9,1163.6,0.467,0.6,9.8,545.9,12.6,701.8,42,20,48,90
26982751,Studio Apartment Near Cebu IT Park and Ayala Mall,Entire condo,entire_home,https://a0.muscache.com/im/pictures/1863b6b2-9483-40b3-bfc6-995124e9c654.jpg,11,8659778,Alma,,,FALSE,10.3251,123.9066,3,,2,1,FALSE,"TV,Cable TV,Smoke alarm,Air conditioning,Bidet,Kitchen,Long term stays allowed,Room-darkening shades,Hot water kettle,Cleaning before checkout,Hot water,Gym,Elevator,Bed linens,Refrigerator,Dishes and silverware,Clothing storage",,FALSE,1,Moderate,PHP,8,0,10,3.6,3.8,4,3.3,4.1,4.7,4,1312,74117,35.9,2029.3,0.104,0.107,3.6,203.1,3.7,208.8,38,10,327,365,194,10821,33.7,1876.9,0.067,0,2.2,120.2,0,0,6,0,84,90
27068143,2 Bedroom Condo with Pool and Fast Internet,Entire condo,entire_home,https://a0.muscache.com/im/pictures/90259ad2-269f-405e-9d51-fcb9b5f46f6a.jpg,19,30842469,Mikheyla Fox,129523143,Tom-Tom,TRUE,10.3278,123.9159,4,2,2,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Gym,Elevator,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Stove,Smoke alarm,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace",,FALSE,1,Strict,PHP,17,0,169,4.78,4.8,4.9,4.8,4.9,4.6,4.8,5805,328765,48.9,2757,0.318,0.438,15.9,900.7,21.9,1240.6,116,100,249,365,0,0,45.3,2527.6,0,0,0,0,0,0,0,90,90,90
27076978,Ronzel’s Place 43 @ Horizons 101 Condominium,Entire condo,entire_home,https://a0.muscache.com/im/pictures/7c430c5f-d2cf-4097-9231-86d51fd72c9f.jpg,30,131902754,Hazel,,,TRUE,10.3121,123.8988,3,,1,1,FALSE,"Stove,TV,Smoke alarm,Wifi,Air conditioning,Pool,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Hangers,Hair dryer,Hot water,Iron,Elevator,Bed linens,Microwave,Refrigerator,Dishes and silverware",,FALSE,2,Strict,PHP,9,0,248,4.81,4.8,4.8,4.9,4.9,4.8,4.8,2274,128476,30.3,1710,0.184,0,6.2,352,0,0,67,0,298,365,648,36136,28.6,1594.3,0.256,0,7.2,401.5,0,0,23,0,67,90
27170625,"1-Bedroom Corner Unit, 24th Flr, Horizons101, T1",Entire condo,entire_home,https://a0.muscache.com/im/pictures/a66d3b5e-6336-4fc7-b419-55d98ef4246e.jpg,19,204590526,Junrex,,,TRUE,10.3106,123.8991,2,1,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Paid parking off premises,Smoking allowed,Ceiling fan,Hot water,Gym,Body soap,Elevator,Bed linens,Extra pillows and blankets,Refrigerator,Dishes and silverware,Cooking basics,Paid parking on premises,Clothing storage,Stove,Wine glasses,Smoke alarm,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Rice maker",FALSE,FALSE,2,Flexible,PHP,0,0,32,4.78,4.8,4.8,4.9,4.9,4.7,4.7,2742,154942,31.4,1775.8,0.233,0.258,7.5,424.5,8.3,470.9,85,36,280,365,266,14833,29.7,1654.4,0.1,0.167,3,164.8,4.9,274.7,9,36,81,90
27278324,Cebu IT Park AVIDA RIALA Tower 1,Entire home,entire_home,https://a0.muscache.com/im/pictures/1f919861-52d5-431b-a4b1-a2e7dc730991.jpg,19,80110521,Mark,,,FALSE,10.334,123.9094,3,,2,1,FALSE,"Stove,TV,Cable TV,Smoke alarm,Wifi,Air conditioning,Kitchen,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Hot water,Iron,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics",TRUE,FALSE,6,Moderate,PHP,,,29,4.79,4.8,4.8,4.7,5,5,4.8,1002,55973,72.1,4045.4,0.036,0.04,2.7,153.4,3.1,170.6,13,37,352,365,578,32236,94.6,5277.7,0.067,0,6.4,358.2,0,0,6,0,84,90
27280522,One bedroom condo Cebu IT Park Avida Towers Riala,Private room in home,private_room,https://a0.muscache.com/im/pictures/e8b2ebb8-6453-40b6-a82c-466ae0c935ce.jpg,21,80110521,Mark,,,FALSE,10.3343,123.9086,,,1,0,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Room-darkening shades,Elevator,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Smoke alarm,Carbon monoxide alarm,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron",TRUE,FALSE,7,Firm,PHP,15,0,14,4.93,4.9,5,4.9,4.9,4.9,5,592,34299,77.7,4368.5,0.036,0.041,1.6,94,1.9,109.2,13,51,352,365,0,0,96.8,5396.6,0,0,0,0,0,0,0,0,90,90
27346798,Great Location at the heartofCebu/ Barkada -Family,Entire condo,entire_home,https://a0.muscache.com/im/pictures/78207097-a199-44c1-b08e-a24f6f001da5.jpg,28,103984310,Genevieve,464206074,Ivanloyd,FALSE,10.3123,123.8936,10,1,12,1,FALSE,"TV,Smoke alarm,Wifi,Air conditioning,Pool,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Shampoo,Hangers,Iron,Elevator,Refrigerator",,FALSE,1,Firm,PHP,0,0,41,4.73,4.7,4.9,4.7,4.9,4.7,4.7,1096,63308,47.1,2660.7,0.063,0.064,3,173.4,3.1,176.8,23,7,342,365,0,0,45.1,2513.4,0,0,0,0,0,0,0,0,90,90
27509035,Cebu IT Park Riala Studio King Bed,Entire condo,entire_home,https://a0.muscache.com/im/pictures/54d16435-4b89-4de3-831f-60edf56f253d.jpg,73,4495402,June,,,FALSE,10.3332,123.909,4,,3,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Hot water kettle,Paid parking off premises,Books and reading material,Mini fridge,Elevator,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Paid parking on premises,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Bidet,Essentials,Shampoo,Hangers,Iron,Dedicated workspace,Freezer,Private entrance,Window guards,Hot water,Body soap,Outdoor shower,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Exercise equipment,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Outdoor playground,Sun loungers",,FALSE,2,Flexible,PHP,0,0,202,4.75,4.8,4.9,4.6,4.9,4.9,4.8,1959,111068,41.7,2354.1,0.129,0,5.4,304.3,0,0,47,0,318,365,152,8477,39.6,2207.2,0.044,0,1.7,94.2,0,0,4,0,86,90
27637453,"Edz Crib 1 @ AVIDA Riala, w/ Netflix",Entire condo,entire_home,https://a0.muscache.com/im/pictures/2ffe9d14-90f9-4035-8076-2a07dcfcd24b.jpg,23,188100361,Edz,77183675,Mac,FALSE,10.3326,123.9091,2,1,2,1,FALSE,"TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Paid parking off premises,Hot water,Elevator,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Stove,Smoke alarm,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Rice maker",,FALSE,2,Flexible,PHP,13,0,155,4.86,4.9,4.9,4.9,4.9,4.9,4.9,5053,285133,26.6,1504.6,0.51,0,13.8,781.2,0,0,186,0,179,365,1043,58167,25.3,1409.1,0.444,0,11.6,646.3,0,0,40,0,50,90
27646719,Jo and Nin Fully furnished Studio Unit,Entire condo,entire_home,https://a0.muscache.com/im/pictures/6c10fe01-0eed-447f-b650-d8ef154eb005.jpg,16,208625279,Jo,,,FALSE,10.3349,123.8947,2,1,1,1,FALSE,"TV,Cable TV,Smoke alarm,Wifi,Air conditioning,Kitchen,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hot water,Iron,Elevator,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Refrigerator,Cooking basics",,FALSE,30,Flexible,PHP,,,44,4.59,4.6,4.7,4.7,4.7,4.8,4.8,1786,101088,15.1,849.5,0.323,0.584,4.9,277,8.8,500.4,118,163,247,365,36,2008,14.7,819.1,0.022,0.08,0.4,22.3,1.4,80.3,2,65,88,90
27692123,Affordable Condo Cebu IT PARK FAST Wifi,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mjc2OTIxMjM=/original/f0e8f980-23c4-4707-bc1d-a835a4a60a1d.png,27,156637520,Cheryl,209462866,Richard,TRUE,10.3331,123.9091,3,,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Room-darkening shades,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Hot water,Body soap,Elevator,Bed linens,Ethernet connection,Laundromat nearby,Microwave,Cleaning products,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,First aid kit,Backyard,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Rice maker",,FALSE,2,Firm,PHP,8,0,196,4.96,4.9,4.9,4.9,5,4.9,4.9,6532,369051,22.4,1262.2,0.795,0,17.9,1011.1,0,0,290,0,75,365,1217,67861,20.9,1163.5,0.644,0,13.5,754,0,0,58,0,32,90
27734924,"\Budget Friendly comfort in Cebu awaits you!\""""",Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-27734924/original/01f25e86-53fa-410f-aa7d-555493940f79.jpeg,23,171371025,Deric Francis,,,FALSE,10.3345,123.9232,6,1,2,1,FALSE,"TV,Window guards,Wifi,Air conditioning,Kitchen,Hot water,Elevator,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Smoke alarm,Patio or balcony,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Cleaning before checkout,Hangers,Private entrance",FALSE,FALSE,2,Strict,PHP,4,0,34,4.65,4.6,4.9,4.6,4.8,4.5,4.7,237,13216,19.7,1111.7,0.033,0.049,0.6,36.2,1,53.9,12,120,353,365,0,0,17.1,955.5,0,0,0,0,0,0,0,72,90,90
27855002,Rosecan’s Place 1 @ Horizon 101 Condominium,Entire condo,entire_home,https://a0.muscache.com/im/pictures/8e1a2d46-eb89-4195-bfa3-16ad7f4edf07.jpg,31,145647585,Rosalie,,,TRUE,10.3101,123.8962,3,,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Pool,Hot water kettle,Hot water,Gym,Body soap,Mini fridge,Bed linens,Extra pillows and blankets,Microwave,Dishes and silverware,Paid parking on premises,Clothing storage,Stove,Wine glasses,Smoke alarm,Bidet,Essentials,Long term stays allowed,Safe,Cleaning before checkout,Hangers,Dining table,Outdoor playground,Hair dryer,Iron,Sun loungers,Rice maker",,FALSE,1,Firm,PHP,5,0,331,4.81,4.8,4.8,4.8,4.9,4.9,4.8,3121,178180,29.2,1648.5,0.29,0,8.6,488.2,0,0,106,0,259,365,431,24039,27.5,1531.3,0.178,0,4.8,267.1,0,0,16,0,74,90
27858025,Bright One Bedroom at Cebu IT Park,Entire condo,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-27858025/original/94627747-bb81-4c24-9024-ab025a02f6c6.jpeg,28,52300925,Rowen,,,TRUE,10.3326,123.9061,2,,1,1,FALSE,"TV,Wifi,Air conditioning,Pool,Kitchen,Board games,Room-darkening shades,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Hot water,Gym,Mini fridge,Elevator,Extra pillows and blankets,Ethernet connection,Laundromat nearby,Microwave,Cleaning products,Refrigerator,Dishes and silverware,Cooking basics,Coffee,Clothing storage,Stove,Wine glasses,Smoke alarm,Shower gel,Fire extinguisher,Bidet,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Sun loungers,Private entrance,Rice maker",,FALSE,2,Moderate,PHP,3,0,388,4.93,5,5,4.9,5,5,4.9,7252,409282,22.3,1258.9,0.89,0,19.9,1121.3,0,0,325,0,40,365,1600,89216,20.5,1145.6,0.867,0,17.8,991.3,0,0,78,0,12,90
